City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
532,Hede,CN,58.33,broken clouds,33.7681,120.2517,Vienna 3 Best Hotel Sheyang Jiefang Rd
533,Barbosa Ferraz,BR,66.88,clear sky,-24.03,-52.0117,Edicula Sanches
535,Hervey Bay,AU,75.74,broken clouds,-25.2986,152.8535,Shelly Bay Resort
536,Santa Isabel Do Rio Negro,BR,73.17,broken clouds,-0.4139,-65.0192,Hotel GSA
539,Kualakapuas,ID,86.86,overcast clouds,-3.0091,114.3876,Guest House Izonk
540,Hualmay,PE,65.32,scattered clouds,-11.0964,-77.6139,Hotel Villa Kitzia Huacho
541,Catarama,EC,79.14,overcast clouds,-1.5833,-79.4667,Hotel Ricaurte
542,Weligama,LK,78.73,scattered clouds,5.9667,80.4167,Weligama Bay Resort
543,Dali,CN,56.35,scattered clouds,25.7,100.1833,Dali Travelling With Hostel
547,Oranjestad,AW,80.91,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
550,Dahanu,IN,68.43,broken clouds,19.9667,72.7333,Pearline Beach Villas
551,Kabanjahe,ID,68.61,overcast clouds,3.1001,98.4908,Kos-Kosan wanita muslim bagoes kabanjahe
553,Ivybridge,GB,52.27,overcast clouds,50.3904,-3.9191,The Anchor Inn
554,Cockburn Town,TC,81.37,light rain,21.4612,-71.1419,Osprey Beach Hotel
557,Innisfail,AU,87.44,broken clouds,-17.5333,146.0333,Moondarra Motel
558,Kariba,ZW,72.86,overcast clouds,-16.5167,28.8,Caribbea Bay Hotel
560,Lingao,CN,78.8,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
561,Quatre Cocos,MU,76.08,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
563,Keningau,MY,85.23,broken clouds,5.3378,116.1602,Sabindo Hotel
564,Lodwar,KE,81.68,overcast clouds,3.1191,35.5973,Solmar Gracious Hotel
565,Marawi,PH,80.26,overcast clouds,7.9986,124.2928,Derogongan Residence
566,Amapa,BR,72.05,overcast clouds,1.0,-52.0,
567,Sakakah,SA,65.77,overcast clouds,29.9697,40.2064,Fakhamat Al Orjoana Apartment
568,Mabaruma,GY,72.99,scattered clouds,8.2,-59.7833,Monty Brooms Guest House
570,Cabra,ES,56.16,overcast clouds,37.4725,-4.4421,MS Fuente Las Piedras
573,Edd,ER,81.52,clear sky,13.9297,41.6925,
574,Asyut,EG,61.25,clear sky,27.181,31.1837,فندق ميس إيجيبت Miss Egypt Hotel
576,Manbij,SY,53.55,clear sky,36.5281,37.9549,Manbej City Hotel
577,Planaltina,BR,65.77,overcast clouds,-15.4528,-47.6142,Afrodite Motel Planaltina GO
578,Tsabong,BW,71.89,clear sky,-26.0217,22.401,Springbok Motel
580,Nantucket,US,50.11,clear sky,41.2835,-70.0995,Jared Coffin House
583,Emerald,AU,85.33,broken clouds,-23.5333,148.1667,Emerald Inn
585,Nouadhibou,MR,69.78,clear sky,20.931,-17.0347,El Medina
587,Guarapari,BR,72.9,overcast clouds,-20.6667,-40.4975,Hotel Porto do Sol
588,Missao Velha,BR,79.29,few clouds,-7.2497,-39.1431,
589,Bataipora,BR,71.1,broken clouds,-22.2953,-53.2711,Hotel Vale do Ivinhema
590,Waddan,LY,55.26,few clouds,29.1614,16.139,محل الشريف محمد العايب
591,Mecca,SA,75.94,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
592,Qesarya,IL,60.35,clear sky,32.5189,34.9046,Dan Caesarea Resort - Happiness Is Around
593,Sakaraha,MG,66.9,clear sky,-22.9,44.5333,Le Relais
596,Aloleng,PH,85.26,overcast clouds,16.1307,119.7824,Aloleng
598,San Quintin,MX,61.57,broken clouds,30.4833,-115.95,Don Eddie's Sport Fishing Center
599,Tateyama,JP,57.13,light intensity shower rain,34.9833,139.8667,Tateyama Seaside Hotel
600,Alta Floresta,BR,70.95,broken clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
601,Coahuayana,MX,75.81,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
606,Darnah,LY,62.01,broken clouds,32.767,22.6367,فندق الفردوس
607,Alofi,NU,82.29,scattered clouds,-19.0595,-169.9187,Taloa Heights
610,Orange,US,66.65,clear sky,33.7,-117.7675,Meadows
611,Najran,SA,54.25,clear sky,17.4924,44.1277,محمد هادي ال فطيح
612,Dalian,CN,53.53,scattered clouds,38.9122,121.6022,Kempinski Hotel Dalian
614,Gaoual,GN,70.57,overcast clouds,11.75,-13.2,Hotel koliba
615,Boyolangu,ID,81.5,light rain,-8.1181,111.8935,Yos ega cv
616,Amahai,ID,87.69,broken clouds,-3.3333,128.9167,HOTEL ISABELA
617,Balkanabat,TM,63.61,overcast clouds,39.5108,54.3671,Nebitchi Hotel
618,Xinye,CN,57.11,clear sky,32.5186,112.3522,Lijing International Hotel
619,Pattaya,TH,86.5,overcast clouds,12.9333,100.8833,Amari Pattaya
620,Maragogi,BR,75.43,few clouds,-9.0122,-35.2225,Salinas do Maragogi All Inclusive Resort
622,Laredo,US,52.09,mist,27.5064,-99.5075,La Quinta Inn by Wyndham Laredo I-35
627,Yanam,IN,77.76,overcast clouds,16.7333,82.2167,The Regency Hotel
628,Tecoanapa,MX,79.14,clear sky,16.5167,-98.75,Hotel Manglares
630,Wanning,CN,80.62,few clouds,18.8003,110.3967,Paradise Hotel
631,Marovoay,MG,75.88,clear sky,-16.1,46.6333,Hôtel les Oliviers Marovoay
632,Manakara,MG,71.55,light rain,-22.1333,48.0167,La Residence Manakara
635,Itoman,JP,73.42,mist,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
636,Mier,MX,52.05,overcast clouds,26.4333,-99.15,Mier 09
637,Kathmandu,NP,50.22,mist,27.7167,85.3167,Hotel Shanker Kathmandu
639,Benidorm,ES,69.42,overcast clouds,38.5382,-0.131,
640,Sucua,EC,69.93,moderate rain,-2.4667,-78.1667,Finca el Piura
641,Contamana,PE,72.84,overcast clouds,-7.3333,-75.0167,Shiringal Touristic Park
642,Gigmoto,PH,82.26,overcast clouds,13.7796,124.39,Cj's Travellers Inn
643,Lake City,US,62.65,overcast clouds,30.1897,-82.6393,Ramada Limited Lake City
646,Paoua,CF,67.6,clear sky,7.2427,16.4406,Quartier Paoua Elien
647,Barstow,US,52.79,clear sky,34.8986,-117.0228,"Motel 6 Barstow, CA"
649,Victoria Point,AU,82.9,overcast clouds,-27.5833,153.3,Bay Retreat Motel
651,Wum,CM,63.97,clear sky,6.3833,10.0667,Wum Council Hall
652,Turan,VN,80.58,broken clouds,16.0678,108.2208,Grand Mercure Danang
653,Nang Rong,TH,73.94,overcast clouds,14.6377,102.7914,Phanomrungpuri Boutique Hotels & Resorts
655,Panama City,PA,79.38,broken clouds,8.9936,-79.5197,Trump International Hotel & Tower Panama
656,Ilabaya,PE,64.4,overcast clouds,-17.4208,-70.5133,
659,Biloela,AU,81.32,broken clouds,-24.4167,150.5,
660,Gunjur,GM,68.07,clear sky,13.2019,-16.7339,Jallo Kurundingoto Eco Tourist Camp
662,Sorada,IN,73.0,broken clouds,19.75,84.4333,PWD Guest House
664,Manzanillo,CU,76.89,overcast clouds,20.3433,-77.1167,"HOSTAL ""THE YELLOW HOUSE"""
665,Arraias,BR,69.01,overcast clouds,-12.9288,-46.9437,Hotel Japão
667,Lishui,CN,62.76,overcast clouds,28.4604,119.9103,Bayi Hotel
668,Yantzaza,EC,67.44,light rain,-3.8278,-78.7594,HOTEL ALEJANDRO YANTZAZA
669,Agadez,NE,62.73,overcast clouds,19.75,10.25,
670,Miramar,US,78.01,clear sky,25.9873,-80.2323,Stadium Hotel
671,Panzhihua,CN,60.26,scattered clouds,26.5851,101.7128,Electric Power Hotel
675,Gorom-Gorom,BF,75.07,overcast clouds,14.4439,-0.2361,
676,Valparaiso,CL,55.04,clear sky,-33.0393,-71.6273,Hotel Ultramar
678,Bijie,CN,52.97,overcast clouds,27.3125,105.2942,Four Points by Sheraton Bijie
679,Bowen,AU,82.33,light rain,-20.0167,148.2333,Castle Motor Lodge Motel
